Approved symbol	Alias symbol	Previous symbol	Ensembl gene ID
ST6GALNAC1	ST6GalNAcI	SIAT7A	ENSG00000070526
ST6GALNAC2	ST6GalNAII	SIAT7	ENSG00000070731
ST6GALNAC2	ST6GalNAII	SIAT7B	ENSG00000070731
ST6GALNAC2	ST6GalNAII	SIATL1	ENSG00000070731
ST6GALNAC2	STHM	SIAT7	ENSG00000070731
ST6GALNAC2	STHM	SIAT7B	ENSG00000070731
ST6GALNAC2	STHM	SIATL1	ENSG00000070731
ST6GALNAC2P1			ENSG00000228902
ST6GALNAC3		SIAT7C	ENSG00000184005
ST6GALNAC4	ST6GALNACIV	SIAT7D	ENSG00000136840
ST6GALNAC4	SIAT3C	SIAT7D	ENSG00000136840
ST6GALNAC4P1			ENSG00000233469
ST6GALNAC5	MGC3184	SIAT7E	ENSG00000117069
ST6GALNAC5	ST6GalNAcV	SIAT7E	ENSG00000117069
ST6GALNAC6	ST6GALNACVI	SIAT7F	ENSG00000160408
ST7	TSG7	FAM4A1	ENSG00000004866
ST7	SEN4	FAM4A1	ENSG00000004866
ST7	ETS7q	FAM4A1	ENSG00000004866
ST7	HELG	FAM4A1	ENSG00000004866
ST7	RAY1	FAM4A1	ENSG00000004866
ST7	FAM4A	FAM4A1	ENSG00000004866
ST7-AS1	ST7AS1	ST7OT1	ENSG00000227199
ST7-AS2	ST7AS2	ST7OT2	ENSG00000226367
ST7-OT3	NCRNA00026	ST7OT3
ST7-OT4	NCRNA00042	ST7OT4	ENSG00000214188
ST7L	FLJ20284		ENSG00000007341
ST7L	STLR		ENSG00000007341
ST7L	ST7R		ENSG00000007341
ST7L	FAM4B		ENSG00000007341
ST8	OVCS
ST8SIA1		SIAT8	ENSG00000111728
ST8SIA1		SIAT8A	ENSG00000111728
ST8SIA2	STX	SIAT8B	ENSG00000140557
ST8SIA2	ST8SIA-II	SIAT8B	ENSG00000140557
ST8SIA2	HsT19690	SIAT8B	ENSG00000140557
ST8SIA3		SIAT8C	ENSG00000177511
ST8SIA4	PST	SIAT8D	ENSG00000113532
ST8SIA4	PST1	SIAT8D	ENSG00000113532
ST8SIA5		SIAT8E	ENSG00000101638
ST8SIA5-DT			ENSG00000270112
ST8SIA6		SIAT8F	ENSG00000148488
ST8SIA6-AS1	APAL		ENSG00000204832
ST11	PETS1
ST13	SNC6		ENSG00000100380
ST13	HSPABP1		ENSG00000100380
ST13	HIP		ENSG00000100380
ST13	P48		ENSG00000100380
ST13	FAM10A1		ENSG00000100380
ST13P	dJ828K20.1
ST13P	FAM10A2
ST13P	FAM10A2P
ST13P1
ST13P2			ENSG00000235616
ST13P3	FAM10A3P	FAM10A3	ENSG00000257773
ST13P4	FAM10A4P	FAM10A4	ENSG00000232150
ST13P5		FAM10A5	ENSG00000212789
ST13P6	FAM10A6P	FAM10A6	ENSG00000225259
ST13P7	FAM10A7P	FAM10A7	ENSG00000237821
ST13P8
ST13P9
ST13P10			ENSG00000213234
ST13P11			ENSG00000213368
ST13P12			ENSG00000248400
ST13P13			ENSG00000229256
ST13P14			ENSG00000240959
ST13P15			ENSG00000243759
ST13P16			ENSG00000218698
ST13P17
ST13P18			ENSG00000234322
ST13P19			ENSG00000228110
ST13P20			ENSG00000215875
ST13P21			ENSG00000227832
ST13P22
ST14	SNC19	PRSS14	ENSG00000149418
ST14	HAI	PRSS14	ENSG00000149418
ST14	MT-SP1	PRSS14	ENSG00000149418
ST14	TMPRSS14	PRSS14	ENSG00000149418
ST14	CAP3	PRSS14	ENSG00000149418
ST18	KIAA0535	ZNF387	ENSG00000147488
ST18	ZC2HC10	ZNF387	ENSG00000147488
ST18	NZF3	ZNF387	ENSG00000147488
ST18	NZF-3	ZNF387	ENSG00000147488
ST18	ZC2H2C3	ZNF387	ENSG00000147488
ST20	HCCS-1		ENSG00000180953
ST20-AS1	FLJ33788	C15orf37	ENSG00000259642
ST20-MTHFS			ENSG00000259332
STAB1	KIAA0246		ENSG00000010327
STAB1	STAB-1		ENSG00000010327
STAB1	FEEL-1		ENSG00000010327
STAB1	CLEVER-1		ENSG00000010327
STAB1	FELE-1		ENSG00000010327
STAB1	FEX1		ENSG00000010327
STAB1	SCARH2		ENSG00000010327
STAB2	DKFZP434E0321		ENSG00000136011
STAB2	FELL		ENSG00000136011
STAB2	STAB-2		ENSG00000136011
STAB2	HARE		ENSG00000136011
STAB2	FEEL-2		ENSG00000136011
STAB2	SCARH1		ENSG00000136011
STAC	STAC1		ENSG00000144681
STAC2	24b2		ENSG00000141750
STAC3	MGC2793		ENSG00000185482
STAG1	SA-1		ENSG00000118007
STAG1	SCC3A		ENSG00000118007
STAG1	SA1		ENSG00000118007
STAG1-DT			ENSG00000261758
STAG2	SA-2		ENSG00000101972
STAG2	SCC3B		ENSG00000101972
STAG2	SA2		ENSG00000101972
STAG2-AS1			ENSG00000232412
STAG3	SA3		ENSG00000066923
STAG3L1	DKFZP434A0131		ENSG00000205583
STAG3L1	STAG3L1P		ENSG00000205583
STAG3L2	MGC131759		ENSG00000277072
STAG3L2	STAG3L2P		ENSG00000277072
STAG3L3	STAG3L3P		ENSG00000174353
STAG3L4	FLJ13195		ENSG00000106610
STAG3L4	STAG3L4P		ENSG00000106610
STAG3L5P			ENSG00000242294
STAG3L5P-PVRIG2P-PILRB			ENSG00000272752
STAM	STAM1		ENSG00000136738
STAM-AS2			ENSG00000229190
STAM-DT	locus3182	STAM-AS1	ENSG00000260589
STAM2	Hbp		ENSG00000115145
STAMBP	AMSH		ENSG00000124356
STAMBPL1	AMSH-LP		ENSG00000138134
STAMBPL1	KIAA1373		ENSG00000138134
STAMBPL1	AMSH-FP		ENSG00000138134
STAMBPL1	FLJ31524		ENSG00000138134
STAMBPL1	ALMalpha		ENSG00000138134
STAMBPL1	bA399O19.2		ENSG00000138134
STAP1	STAP-1		ENSG00000035720
STAP1	BRDG1		ENSG00000035720
STAP2	STAP-2		ENSG00000178078
STAP2	BKS		ENSG00000178078
STAR	STARD1		ENSG00000147465
STARD3	es64		ENSG00000131748
STARD3	MLN64		ENSG00000131748
STARD3NL	MENTHO		ENSG00000010270
STARD3NL	MGC3251		ENSG00000010270
STARD4			ENSG00000164211
STARD4-AS1			ENSG00000246859
STARD5	MGC10327		ENSG00000172345
STARD6			ENSG00000174448
STARD7	GTT1		ENSG00000084090
STARD7-AS1			ENSG00000204685
STARD8	KIAA0189		ENSG00000130052
STARD8	ARHGAP38		ENSG00000130052
STARD9	KIAA1300		ENSG00000159433
STARD9	KIF16A		ENSG00000159433
STARD10	NY-CO-28	SDCCAG28	ENSG00000214530
STARD10	CGI-52	SDCCAG28	ENSG00000214530
STARD10	PCTP2	SDCCAG28	ENSG00000214530
STARD10-AS1
STARD13	GT650	LINC00464	ENSG00000133121
STARD13	DLC2	LINC00464	ENSG00000133121
STARD13	ARHGAP37	LINC00464	ENSG00000133121
STARD13-AS		STARD13-AS2	ENSG00000236581
STARD13-AS1
STARD13-IT1			ENSG00000230300
STARP1	STARD1P1		ENSG00000214266
STAT1	STAT91		ENSG00000115415
STAT1	ISGF-3		ENSG00000115415
STAT2	STAT113		ENSG00000170581
STAT3	APRF		ENSG00000168610
STAT4			ENSG00000138378
STAT4-AS1			ENSG00000231858
STAT5A	MGF	STAT5	ENSG00000126561
STAT5B			ENSG00000173757
STAT6	D12S1644		ENSG00000166888
STAT6	IL-4-STAT		ENSG00000166888
STATH	STR		ENSG00000126549
STAU1	PPP1R150	STAU	ENSG00000124214
STAU2	39K2		ENSG00000040341
STAU2-AS1			ENSG00000253302
STAU2P1			ENSG00000227581
STBD1	FLJ41801		ENSG00000118804
STBD1	GENX-3414		ENSG00000118804
STBD1P1			ENSG00000257807
STC1		STC	ENSG00000159167
STC2	STC-2		ENSG00000113739
STEAP1	PRSS24	STEAP	ENSG00000164647
STEAP1B			ENSG00000105889
STEAP1B-AS1			ENSG00000232759
STEAP1B-AS2	MRF		ENSG00000232949
STEAP2	IPCA-1	PCANAP1	ENSG00000157214
STEAP2	STAMP1	PCANAP1	ENSG00000157214
STEAP2	STMP	PCANAP1	ENSG00000157214
STEAP2-AS1			ENSG00000227646
STEAP3	TSAP6		ENSG00000115107
STEAP3	dudlin-2		ENSG00000115107
STEAP3	STMP3		ENSG00000115107
STEAP3-AS1			ENSG00000229867
STEAP4	FLJ23153	TNFAIP9	ENSG00000127954
STEAP4	TIARP	TNFAIP9	ENSG00000127954
STEAP4	STAMP2	TNFAIP9	ENSG00000127954
STEAP4	SchLAH	TNFAIP9	ENSG00000127954
STEEP1	FLJ22965	CXorf56	ENSG00000018610
STH	MAPTIT		ENSG00000256762
STIL	MCPH7	SIL	ENSG00000123473
STIM1	GOK		ENSG00000167323
STIM1	D11S4896E		ENSG00000167323
STIM1-AS1			ENSG00000228661
STIM2			ENSG00000109689
STIM2-AS1			ENSG00000240005
STIMATE	MGC52022	TMEM110	ENSG00000213533
STIMATE-MUSTN1		TMEM110-MUSTN1	ENSG00000248592
STING1	FLJ38577	TMEM173	ENSG00000184584
STING1	NET23	TMEM173	ENSG00000184584
STING1	ERIS	TMEM173	ENSG00000184584
STING1	MPYS	TMEM173	ENSG00000184584
STING1	STING	TMEM173	ENSG00000184584
STING1	MITA	TMEM173	ENSG00000184584
STIP1	HOP		ENSG00000168439
STIP1	STI1		ENSG00000168439
STIP1P1
STIP1P2
STIP1P3			ENSG00000225536
STK3	MST2		ENSG00000104375
STK3	KRS1		ENSG00000104375
STK4	MST1		ENSG00000101109
STK4	KRS2		ENSG00000101109
STK4	YSK3		ENSG00000101109
STK4-DT		STK4-AS1	ENSG00000227477
STK10	LOK		ENSG00000072786
STK10	PRO2729		ENSG00000072786
STK11	PJS		ENSG00000118046
STK11	LKB1		ENSG00000118046
STK11IP	LIP1		ENSG00000144589
STK11IP	KIAA1898		ENSG00000144589
STK11IP	LKB1IP		ENSG00000144589
STK11IP	STK11IP1		ENSG00000144589
STK16	PKL12		ENSG00000115661
STK16	MPSK		ENSG00000115661
STK16P1		STK16P	ENSG00000259155
STK17A	DRAK1		ENSG00000164543
STK17B	DRAK2		ENSG00000081320
STK24	MST-3		ENSG00000102572
STK24	MST3		ENSG00000102572
STK24	MST3B		ENSG00000102572
STK24	STK3		ENSG00000102572
STK24	STE20		ENSG00000102572
STK24-AS1			ENSG00000224418
STK24P1			ENSG00000230079
STK25	SOK1		ENSG00000115694
STK25	YSK1		ENSG00000115694
STK25P1			ENSG00000267570
STK26	MST4		ENSG00000134602
STK26	MASK		ENSG00000134602
STK31	TDRD8		ENSG00000196335
STK31	SgK396		ENSG00000196335
STK32A	MGC22688		ENSG00000169302
STK32A	YANK1		ENSG00000169302
STK32A-AS1	CTC-255N20		ENSG00000250343
STK32B	STKG6		ENSG00000152953
STK32B	YANK2		ENSG00000152953
STK32B	STK32		ENSG00000152953
STK32B	HSA250839		ENSG00000152953
STK32C	PKE		ENSG00000165752
STK32C	MGC23665		ENSG00000165752
STK32C	YANK3		ENSG00000165752
STK33			ENSG00000130413
STK33P1	STK33ps	STK33P	ENSG00000227412
STK35	bA550O8.2		ENSG00000125834
STK35	CLIK1		ENSG00000125834
STK35	STK35L1		ENSG00000125834
STK36	KIAA1278		ENSG00000163482
STK36	FU		ENSG00000163482
STK38	NDR		ENSG00000112079
STK38	NDR1		ENSG00000112079
STK38L	KIAA0965		ENSG00000211455
STK38L	NDR2		ENSG00000211455
STK39	DCHT		ENSG00000198648
STK39	SPAK		ENSG00000198648
STK40	MGC4796		ENSG00000196182
STK40	SgK495		ENSG00000196182
STK40	SHIK		ENSG00000196182
STKLD1	MGC43306	C9orf96	ENSG00000198870
STKLD1	SGK071	C9orf96	ENSG00000198870
STMN1	SMN	LAP18	ENSG00000117632
STMN1	SMN	C1orf215	ENSG00000117632
STMN1	OP18	LAP18	ENSG00000117632
STMN1	OP18	C1orf215	ENSG00000117632
STMN1	PR22	LAP18	ENSG00000117632
STMN1	PR22	C1orf215	ENSG00000117632
STMN1	PP19	LAP18	ENSG00000117632
STMN1	PP19	C1orf215	ENSG00000117632
STMN1	PP17	LAP18	ENSG00000117632
STMN1	PP17	C1orf215	ENSG00000117632
STMN1	Lag	LAP18	ENSG00000117632
STMN1	Lag	C1orf215	ENSG00000117632
STMN1	FLJ32206	LAP18	ENSG00000117632
STMN1	FLJ32206	C1orf215	ENSG00000117632
STMN1P1			ENSG00000276058
STMN1P2			ENSG00000251440
STMN2	SCG10	SCGN10	ENSG00000104435
STMN3	SCLIP		ENSG00000197457
STMN3P1			ENSG00000271181
STMN4	RB3		ENSG00000015592
STMND1	FLJ23152		ENSG00000230873
STMP1	PL-5283	C7orf73	ENSG00000243317
STMP1	Mm47	C7orf73	ENSG00000243317
STMP1	Mtlbn	C7orf73	ENSG00000243317
STN1	FLJ22559	OBFC1	ENSG00000107960
STN1	bA541N10.2	OBFC1	ENSG00000107960
STOM	BND7	EPB7	ENSG00000148175
STOM	BND7	EPB72	ENSG00000148175
STOML1	hUNC-24		ENSG00000067221
STOML1	SLP-1		ENSG00000067221
STOML1	STORP		ENSG00000067221
STOML1	FLJ36370		ENSG00000067221
STOML2	SLP-2		ENSG00000165283
STOML2	HSPC108		ENSG00000165283
STOML3	SRO		ENSG00000133115
STOML3	Epb7.2l		ENSG00000133115
STON1	SBLF		ENSG00000243244
STON1	stoned-b1		ENSG00000243244
STON1-GTF2A1L	SALF		ENSG00000068781
STON2	STNB2		ENSG00000140022
STON2	STN2		ENSG00000140022
STOX1	FLJ25162	C10orf24	ENSG00000165730
STOX2	DKFZp762K222		ENSG00000173320
STPG1	FLJ33340	C1orf201	ENSG00000001460
STPG1	MAPO2	C1orf201	ENSG00000001460
STPG2	MGC46496	C4orf37	ENSG00000163116
STPG2-AS1			ENSG00000251620
STPG3	FLJ40246	C9orf173	ENSG00000197768
STPG3-AS1		C9orf173-AS1	ENSG00000275549
STPG4	FLJ40172	C2orf61	ENSG00000239605
STRA6	SLC69A1		ENSG00000137868
STRA6	FLJ12541		ENSG00000137868
STRA6LP			ENSG00000254633
STRA8			ENSG00000146857
STRADA	NY-BR-96		ENSG00000266173
STRADA	LYK5		ENSG00000266173
STRADA	Stlk		ENSG00000266173
STRADA	STRAD		ENSG00000266173
STRADB	CALS-21	ALS2CR2	ENSG00000082146
STRADB	PAPK	ALS2CR2	ENSG00000082146
STRADB	ILPIPA	ALS2CR2	ENSG00000082146
STRADB	ILPIP	ALS2CR2	ENSG00000082146
STRADBP1	STLK6ps1		ENSG00000213205
STRADBP1	ALS2CR2P1		ENSG00000213205
STRAP	UNRIP		ENSG00000023734
STRAP	pt-wd		ENSG00000023734
STRAP	MAWD		ENSG00000023734
STRBP	FLJ11307	ILF3L	ENSG00000165209
STRBP	SPNR	ILF3L	ENSG00000165209
STRC		DFNB16	ENSG00000242866
STRCP1		STRCP	ENSG00000166763
STRIP1	FLJ14743	FAM40A	ENSG00000143093
STRIP1	KIAA1761	FAM40A	ENSG00000143093
STRIP1	FAR11A	FAM40A	ENSG00000143093
STRIP2	KIAA1170	FAM40B	ENSG00000128578
STRIP2	FAR11B	FAM40B	ENSG00000128578
STRIT1	DWORF		ENSG00000240045
STRM		STRN2
STRN	PPP2R6A		ENSG00000115808
STRN	STRN1		ENSG00000115808
STRN3	SG2NA		ENSG00000196792
STRN3	PPP2R6B		ENSG00000196792
STRN3	S/G2NA		ENSG00000196792
STRN4	ZIN		ENSG00000090372
STRN4	PPP2R6C		ENSG00000090372
STS	ARSC	ARSC1	ENSG00000101846
STSP1	STS-Y	STSP	ENSG00000227166
STT3A	TMC	ITM1	ENSG00000134910
STT3A	MGC9042	ITM1	ENSG00000134910
STT3A	STT3-A	ITM1	ENSG00000134910
STT3A-AS1			ENSG00000254671
STT3B	SIMP		ENSG00000163527
STT3B	FLJ90106		ENSG00000163527
STT3B	STT3-B		ENSG00000163527
STUB1	UBOX1		ENSG00000103266
STUB1	CHIP		ENSG00000103266
STUB1	SDCCAG7		ENSG00000103266
STUB1	HSPABP2		ENSG00000103266
STUB1	NY-CO-7		ENSG00000103266
STUB1-DT	LA16c-313D11.9	LINC02867	ENSG00000260394
STUB1P1			ENSG00000226273
STUM	DKFZp761P211	C1orf95	ENSG00000203685
STX1A	HPC-1	STX1	ENSG00000106089
STX1A	p35-1	STX1	ENSG00000106089
STX1B		STX1B1	ENSG00000099365
STX1B		STX1B2	ENSG00000099365
STX2	EPM	STX2B	ENSG00000111450
STX2	EPM	STX2C	ENSG00000111450
STX2	EPM	STX2A	ENSG00000111450
STX2	EPM	EPIM	ENSG00000111450
STX3		STX3A	ENSG00000166900
STX4	p35-2	STX4A	ENSG00000103496
STX5	SED5	STX5A	ENSG00000162236
STX5-DT			ENSG00000256690
STX6			ENSG00000135823
STX7			ENSG00000079950
STX8	CARB		ENSG00000170310
STX8P1			ENSG00000270296
STX10	hsyn10		ENSG00000104915
STX10	SYN10		ENSG00000104915
STX11			ENSG00000135604
STX12	STX13		ENSG00000117758
STX12	STX14		ENSG00000117758
STX16	hsyn16		ENSG00000124222
STX16	SYN16		ENSG00000124222
STX16	SYN-16		ENSG00000124222
STX16-NPEPL1			ENSG00000254995
STX17	FLJ20651		ENSG00000136874
STX18	Ufe1		ENSG00000168818
STX18-AS1	LOC100507266		ENSG00000247708
STX18-IT1			ENSG00000248221
STX18P1
STX19	MGC21382		ENSG00000178750
STXBP1	hUNC18		ENSG00000136854
STXBP1	MUNC18-1		ENSG00000136854
STXBP1	UNC18		ENSG00000136854
STXBP1	rbSec1		ENSG00000136854
STXBP1	nSec1		ENSG00000136854
STXBP2	UNC18B		ENSG00000076944
STXBP2	Hunc18b		ENSG00000076944
STXBP2	Unc18-2		ENSG00000076944
STXBP2	MUNC18-2		ENSG00000076944
STXBP3	UNC-18C		ENSG00000116266
STXBP4	Synip		ENSG00000166263
STXBP4	MGC50337		ENSG00000166263
STXBP5	tomosyn		ENSG00000164506
STXBP5	LLGL3		ENSG00000164506
STXBP5	tomosyn-1		ENSG00000164506
STXBP5-AS1			ENSG00000233452
STXBP5L	KIAA1006		ENSG00000145087
STXBP5L	LLGL4		ENSG00000145087
STXBP5L	tomosyn-2		ENSG00000145087
STXBP6	amisyn		ENSG00000168952
STXBP6	HSPC156		ENSG00000168952
STYK1	SuRTK106		ENSG00000060140
STYK1	DKFZp761P1010		ENSG00000060140
STYK1	NOK		ENSG00000060140
STYX			ENSG00000198252
STYXL1	MK-STYX	DUSP24	ENSG00000127952
STYXL2		DUSP27	ENSG00000198842
SUB1	PC4		ENSG00000113387
SUB1	p15		ENSG00000113387
SUB1	p14		ENSG00000113387
SUB1P1			ENSG00000227203
SUB1P2			ENSG00000258737
SUB1P3			ENSG00000261612
SUB1P4			ENSG00000260247
SUCLA2		LINC00444	ENSG00000136143
SUCLA2-AS1			ENSG00000227848
SUCLA2P1	Em:AB014080.4	SUCLA2P	ENSG00000224936
SUCLA2P2			ENSG00000233107
SUCLA2P3			ENSG00000229593
SUCLG1			ENSG00000163541
SUCLG2			ENSG00000172340
SUCLG2-DT		SUCLG2-AS1	ENSG00000241316
SUCLG2P1
SUCLG2P2			ENSG00000236349
SUCLG2P3
SUCLG2P4			ENSG00000249226
SUCNR1		GPR91	ENSG00000198829
SUCO	CH1	C1orf9	ENSG00000094975
SUCO	SLP1	C1orf9	ENSG00000094975
SUCO	OPT	C1orf9	ENSG00000094975
SUDS3	SDS3		ENSG00000111707
SUDS3	FLJ00052		ENSG00000111707
SUDS3	SAP45		ENSG00000111707
SUDS3P1			ENSG00000249129
SUFU	SUFUH		ENSG00000107882
SUFU	SUFUXL		ENSG00000107882
SUFU	PRO1280		ENSG00000107882
SUGCT	FLJ11808	C7orf10	ENSG00000175600
SUGCT	ORF19	C7orf10	ENSG00000175600
SUGCT	DERP13	C7orf10	ENSG00000175600
SUGCT-AS1			ENSG00000203446
SUGP1	F23858	SF4	ENSG00000105705
SUGP1	DKFZp434E2216	SF4	ENSG00000105705
SUGP1	RBP	SF4	ENSG00000105705
SUGP2	KIAA0365	SFRS14	ENSG00000064607
SUGT1	SGT1		ENSG00000165416
SUGT1-DT			ENSG00000273723
SUGT1P1	bA255A11.1	SUGT1P	ENSG00000226823
SUGT1P1	SGT1P	SUGT1P	ENSG00000226823
SUGT1P1	MGC15151	SUGT1P	ENSG00000226823
SUGT1P2			ENSG00000213842
SUGT1P3		SUGT1L1	ENSG00000239827
SUGT1P4			ENSG00000254483
SUGT1P4-STRA6LP			ENSG00000254876
SUGT1P4-STRA6LP-CCDC180			ENSG00000255036
SULF1	KIAA1077		ENSG00000137573
SULF1	SULF-1		ENSG00000137573
SULF1	hSulf-1		ENSG00000137573
SULF2	KIAA1247		ENSG00000196562
SULF2	HSULF-2		ENSG00000196562
SULF2	SULF-2		ENSG00000196562
SULT
SULT1A1	P-PST	STP	ENSG00000196502
SULT1A1	P-PST	STP1	ENSG00000196502
SULT1A2	HAST4	STP2	ENSG00000197165
SULT1A3	TL-PST	STM	ENSG00000261052
SULT1A4			ENSG00000213648
SULT1B1	ST1B2		ENSG00000173597
SULT1C2	ST1C1	SULT1C1	ENSG00000198203
SULT1C2P2			ENSG00000261209
SULT1C3			ENSG00000196228
SULT1C4	SULT1C	SULT1C2	ENSG00000198075
SULT1C5P	SULT1C1P	SULT1C2P1	ENSG00000237223
SULT1D1P	SULT1D1		ENSG00000236959
SULT1D1P2			ENSG00000242968
SULT1E1	EST	STE	ENSG00000109193
SULT2A1	DHEA-ST	STD	ENSG00000105398
SULT2B1	HSST2		ENSG00000088002
SULT4A1	SULTX3		ENSG00000130540
SULT4A1	hBR-STL-1		ENSG00000130540
SULT6B1			ENSG00000138068
SULT6B2P			ENSG00000283582
SUMF1	FGE		ENSG00000144455
SUMF1	UNQ3037		ENSG00000144455
SUMF2	DKFZp566I1024		ENSG00000129103
SUMO1	PIC1	UBL1	ENSG00000116030
SUMO1	GMP1	UBL1	ENSG00000116030
SUMO1	SMT3C	UBL1	ENSG00000116030
SUMO1	SUMO-1	UBL1	ENSG00000116030
SUMO1	SMT3H3	UBL1	ENSG00000116030
SUMO1	OFC10	UBL1	ENSG00000116030
SUMO1P1	PIC1L	UBL2	ENSG00000241721
SUMO1P1	PIC1L	UBL6	ENSG00000241721
SUMO1P2			ENSG00000229612
SUMO1P3			ENSG00000235082
SUMO1P4			ENSG00000235555
SUMO1P5
SUMO2	SMT3B	SMT3H2	ENSG00000188612
SUMO2P1	SMT3Bp	SMT3H2P	ENSG00000235238
SUMO2P1	SMT3Bp	SUMO2P	ENSG00000235238
SUMO2P1	dJ271M21	SMT3H2P	ENSG00000235238
SUMO2P1	dJ271M21	SUMO2P	ENSG00000235238
SUMO2P2			ENSG00000227607
SUMO2P3			ENSG00000224971
SUMO2P4			ENSG00000249183
SUMO2P5			ENSG00000251663
SUMO2P6			ENSG00000249031
SUMO2P7			ENSG00000249838
SUMO2P8			ENSG00000228976
SUMO2P10			ENSG00000235424
SUMO2P11
SUMO2P12			ENSG00000218893
SUMO2P13			ENSG00000218359
SUMO2P14			ENSG00000271096
SUMO2P15			ENSG00000271236
SUMO2P16			ENSG00000253579
SUMO2P17			ENSG00000248278
SUMO2P18			ENSG00000253639
SUMO2P19			ENSG00000253328
SUMO2P20			ENSG00000253721
SUMO2P21			ENSG00000228532
SUMO3	SMT3A	SMT3H1	ENSG00000184900
SUMO4	dJ281H8.4	SMT3H4	ENSG00000177688
SUMO4	dJ281H8.4	IDDM5	ENSG00000177688
SUN1	KIAA0810	UNC84A	ENSG00000164828
SUN1	FLJ12407	UNC84A	ENSG00000164828
SUN2		UNC84B	ENSG00000100242
SUN3	MGC33329	SUNC1	ENSG00000164744
SUN5	dJ726C3.1	SPAG4L	ENSG00000167098
SUN5	TSARG4	SPAG4L	ENSG00000167098
SUNO1			ENSG00000277013
SUOX			ENSG00000139531
SUPT3H	SPT3		ENSG00000196284
SUPT3H	SPT3L		ENSG00000196284
SUPT4H1	SPT4H	SUPT4H	ENSG00000213246
SUPT4H1	Spt4	SUPT4H	ENSG00000213246
SUPT4H1	Supt4a	SUPT4H	ENSG00000213246
SUPT4H1P1		SUPT4H1P	ENSG00000226247
SUPT4H1P2			ENSG00000246115
SUPT5H	SPT5H		ENSG00000196235
SUPT5H	SPT5		ENSG00000196235
SUPT5H	FLJ34157		ENSG00000196235
SUPT6H	KIAA0162		ENSG00000109111
SUPT6H	SPT6H		ENSG00000109111
SUPT7L	STAF65gamma		ENSG00000119760
SUPT7L	KIAA0764		ENSG00000119760
SUPT7L	SPT7L		ENSG00000119760
SUPT7L	STAF65		ENSG00000119760
SUPT16H	FACT		ENSG00000092201
SUPT16H	FACTP140		ENSG00000092201
SUPT16H	SPT16/CDC68		ENSG00000092201
SUPT16H	FLJ14010		ENSG00000092201
SUPT16H	FLJ10857		ENSG00000092201
SUPT16H	CDC68		ENSG00000092201
SUPT16HP1	bcm670	SUPT16HP	ENSG00000256238
SUPT20H	SPT20	C13orf19	ENSG00000102710
SUPT20H	SPT20	FAM48A	ENSG00000102710
SUPT20H	bA421P11.4	C13orf19	ENSG00000102710
SUPT20H	bA421P11.4	FAM48A	ENSG00000102710
SUPT20H	P38IP	C13orf19	ENSG00000102710
SUPT20H	P38IP	FAM48A	ENSG00000102710
SUPT20HL1	SPT20L	FAM48B1	ENSG00000223731
SUPT20HL2		FAM48B2	ENSG00000223611
SUPV3L1	SUV3		ENSG00000156502
SURF1	SHY1		ENSG00000148290
SURF2			ENSG00000148291
SURF4	ERV29		ENSG00000148248
SURF4	FLJ22993		ENSG00000148248
SURF4	MGC102753		ENSG00000148248
SURF6	FLJ30322		ENSG00000148296
SURF6	RRP14		ENSG00000148296
SURF6P1			ENSG00000228518
SUSD1	DKFZP761E1824		ENSG00000106868
SUSD2	BK65A6.2		ENSG00000099994
SUSD2	FLJ22778		ENSG00000099994
SUSD2	W5C5		ENSG00000099994
SUSD2P1			ENSG00000226534
SUSD2P2			ENSG00000278110
SUSD3	MGC26847		ENSG00000157303
SUSD4	FLJ10052		ENSG00000143502
SUSD5	KIAA0527		ENSG00000173705
SUSD6		KIAA0247	ENSG00000100647
SUV39H1	KMT1A	SUV39H	ENSG00000101945
SUV39H2	FLJ23414		ENSG00000152455
SUV39H2	KMT1B		ENSG00000152455
SUV39H2-DT			ENSG00000272853
SUZ12	JJAZ1		ENSG00000178691
SUZ12	KIAA0160		ENSG00000178691
SUZ12	CHET9		ENSG00000178691
SUZ12P1		SUZ12P	ENSG00000264538
SUZ12P2
SV2A	SV2		ENSG00000159164
SV2A	KIAA0736		ENSG00000159164
SV2A	SLC22B1		ENSG00000159164
SV2B	KIAA0735		ENSG00000185518
SV2B	HsT19680		ENSG00000185518
SV2B	SLC22B2		ENSG00000185518
SV2C	SLC22B3		ENSG00000122012
SV2C-AS1			ENSG00000248127
SV2C-AS2			ENSG00000250348
SVBP	MGC45441	CCDC23	ENSG00000177868
SVEP1	bA427L11.3	C9orf13	ENSG00000165124
SVEP1	POLYDOM	C9orf13	ENSG00000165124
SVEP1	FLJ13529	C9orf13	ENSG00000165124
SVIL			ENSG00000197321
SVIL-AS1	RP11-534G20.3		ENSG00000224597
SVIL2P		SVILP1	ENSG00000234814
SVIP	DKFZp313A2432		ENSG00000198168
SVOP	DKFZp761H039		ENSG00000166111
SVOP	SLC22B4		ENSG00000166111
SVOPL	MGC46715		ENSG00000157703
SVOPL	SLC22B5		ENSG00000157703
SWAP70	KIAA0640		ENSG00000133789
SWAP70	SWAP-70		ENSG00000133789
SWI5	bA395P17.9	C9orf119	ENSG00000175854
SWI5	SAE3	C9orf119	ENSG00000175854
SWINGN		LINC00565	ENSG00000260910
SWSAP1	FLJ35119	C19orf39	ENSG00000173928
SWSAP1	ZSWIM7AP1	C19orf39	ENSG00000173928
